,0,1,2,3,4,5,6,7,8,9,10
18,18,72,video_result/ex_02/frame_detection/frame_detection_debug/frame_72.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_72_crop_0.jpg,0,542,300,638,492,dave 1.00,"leo: 0.94324, dave: 0.99603, "
19,19,73,video_result/ex_02/frame_detection/frame_detection_debug/frame_73.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_73_crop_0.jpg,0,544,296,640,488,dave 1.00,"leo: 0.93064, dave: 0.99604, "
20,20,73,video_result/ex_02/frame_detection/frame_detection_debug/frame_73.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_73_crop_1.jpg,1,18,152,82,280,dave 0.99,"leo: 0.98169, dave: 0.99381, "
21,21,74,video_result/ex_02/frame_detection/frame_detection_debug/frame_74.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_74_crop_0.jpg,0,545,292,641,484,dave 1.00,"leo: 0.92045, dave: 0.99504, "
22,22,75,video_result/ex_02/frame_detection/frame_detection_debug/frame_75.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_75_crop_0.jpg,0,546,288,642,480,dave 0.99,"leo: 0.93479, dave: 0.99455, "
23,23,76,video_result/ex_02/frame_detection/frame_detection_debug/frame_76.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_76_crop_0.jpg,0,547,287,643,479,dave 0.99,"leo: 0.92085, dave: 0.99384, "
24,24,77,video_result/ex_02/frame_detection/frame_detection_debug/frame_77.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_77_crop_0.jpg,0,547,283,643,475,dave 0.99,"leo: 0.89453, dave: 0.99319, "
25,25,77,video_result/ex_02/frame_detection/frame_detection_debug/frame_77.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_77_crop_1.jpg,1,40,140,104,268,leo 0.99,"leo: 0.99216, dave: 0.99064, "
26,26,78,video_result/ex_02/frame_detection/frame_detection_debug/frame_78.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_78_crop_0.jpg,0,547,282,643,474,dave 0.99,"leo: 0.89950, dave: 0.99281, "
27,27,78,video_result/ex_02/frame_detection/frame_detection_debug/frame_78.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_78_crop_1.jpg,1,41,133,105,261,dave 0.98,"leo: 0.96641, dave: 0.98435, "
28,28,79,video_result/ex_02/frame_detection/frame_detection_debug/frame_79.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_79_crop_0.jpg,0,547,278,643,470,dave 0.99,"leo: 0.92306, dave: 0.99380, "
29,29,79,video_result/ex_02/frame_detection/frame_detection_debug/frame_79.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_79_crop_1.jpg,1,47,131,111,259,dave 0.99,"leo: 0.96455, dave: 0.99028, "
30,30,80,video_result/ex_02/frame_detection/frame_detection_debug/frame_80.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_80_crop_0.jpg,0,547,275,643,467,dave 0.99,"leo: 0.94662, dave: 0.99469, "
31,31,80,video_result/ex_02/frame_detection/frame_detection_debug/frame_80.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_80_crop_1.jpg,1,48,130,112,258,dave 0.99,"leo: 0.97443, dave: 0.99320, "
32,32,81,video_result/ex_02/frame_detection/frame_detection_debug/frame_81.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_81_crop_0.jpg,0,547,272,643,464,dave 0.99,"leo: 0.95200, dave: 0.99404, "
33,33,81,video_result/ex_02/frame_detection/frame_detection_debug/frame_81.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_81_crop_1.jpg,1,54,126,118,254,dave 0.99,"leo: 0.97963, dave: 0.99218, "
34,34,82,video_result/ex_02/frame_detection/frame_detection_debug/frame_82.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_82_crop_0.jpg,0,547,267,643,459,dave 0.99,"leo: 0.95090, dave: 0.99407, "
35,35,82,video_result/ex_02/frame_detection/frame_detection_debug/frame_82.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_82_crop_1.jpg,1,66,122,130,250,dave 0.99,"leo: 0.98541, dave: 0.99376, "
36,36,83,video_result/ex_02/frame_detection/frame_detection_debug/frame_83.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_83_crop_0.jpg,0,548,266,644,458,dave 0.99,"leo: 0.92851, dave: 0.99400, "
37,37,83,video_result/ex_02/frame_detection/frame_detection_debug/frame_83.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_83_crop_1.jpg,1,70,111,134,239,dave 1.00,"leo: 0.98092, dave: 0.99775, "
38,38,84,video_result/ex_02/frame_detection/frame_detection_debug/frame_84.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_84_crop_0.jpg,0,549,266,645,458,dave 0.99,"leo: 0.92749, dave: 0.99401, "
39,39,85,video_result/ex_02/frame_detection/frame_detection_debug/frame_85.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_85_crop_0.jpg,0,550,262,646,454,dave 0.99,"leo: 0.94511, dave: 0.99419, "
40,40,86,video_result/ex_02/frame_detection/frame_detection_debug/frame_86.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_86_crop_0.jpg,0,552,257,648,449,dave 0.99,"leo: 0.95788, dave: 0.99357, "
41,41,87,video_result/ex_02/frame_detection/frame_detection_debug/frame_87.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_87_crop_0.jpg,0,554,252,650,444,dave 0.99,"leo: 0.96016, dave: 0.99376, "
42,42,88,video_result/ex_02/frame_detection/frame_detection_debug/frame_88.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_88_crop_0.jpg,0,555,251,651,443,dave 0.99,"leo: 0.94748, dave: 0.99292, "
43,43,88,video_result/ex_02/frame_detection/frame_detection_debug/frame_88.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_88_crop_1.jpg,1,106,114,170,242,dave 0.99,"leo: 0.97119, dave: 0.99073, "
44,44,89,video_result/ex_02/frame_detection/frame_detection_debug/frame_89.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_89_crop_0.jpg,0,554,248,650,440,dave 0.99,"leo: 0.94159, dave: 0.99225, "
45,45,89,video_result/ex_02/frame_detection/frame_detection_debug/frame_89.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_89_crop_1.jpg,1,111,114,175,242,dave 0.99,"leo: 0.88953, dave: 0.98582, "
46,46,90,video_result/ex_02/frame_detection/frame_detection_debug/frame_90.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_90_crop_0.jpg,0,555,248,651,440,dave 0.99,"leo: 0.92394, dave: 0.99210, "
47,47,90,video_result/ex_02/frame_detection/frame_detection_debug/frame_90.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_90_crop_1.jpg,1,115,112,179,240,dave 0.98,"leo: 0.92994, dave: 0.98484, "
48,48,91,video_result/ex_02/frame_detection/frame_detection_debug/frame_91.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_91_crop_0.jpg,0,555,242,651,434,dave 0.99,"leo: 0.94488, dave: 0.99233, "
49,49,91,video_result/ex_02/frame_detection/frame_detection_debug/frame_91.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_91_crop_1.jpg,1,127,104,191,232,dave 0.99,"leo: 0.91410, dave: 0.98544, "
50,50,92,video_result/ex_02/frame_detection/frame_detection_debug/frame_92.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_92_crop_0.jpg,0,556,239,652,431,dave 0.99,"leo: 0.94674, dave: 0.99158, "
51,51,92,video_result/ex_02/frame_detection/frame_detection_debug/frame_92.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_92_crop_1.jpg,1,131,103,195,231,dave 0.99,"leo: 0.96776, dave: 0.99052, "
52,52,93,video_result/ex_02/frame_detection/frame_detection_debug/frame_93.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_93_crop_0.jpg,0,558,235,654,427,dave 0.99,"leo: 0.93666, dave: 0.99372, "
53,53,94,video_result/ex_02/frame_detection/frame_detection_debug/frame_94.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_94_crop_0.jpg,0,558,233,654,425,dave 0.99,"leo: 0.91870, dave: 0.99221, "
54,54,95,video_result/ex_02/frame_detection/frame_detection_debug/frame_95.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_95_crop_0.jpg,0,559,233,655,425,dave 0.99,"leo: 0.94283, dave: 0.99365, "
55,55,96,video_result/ex_02/frame_detection/frame_detection_debug/frame_96.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_96_crop_0.jpg,0,562,231,658,423,dave 0.99,"leo: 0.93601, dave: 0.99326, "
56,56,97,video_result/ex_02/frame_detection/frame_detection_debug/frame_97.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_97_crop_0.jpg,0,565,227,661,419,dave 0.99,"leo: 0.93548, dave: 0.99273, "
57,57,97,video_result/ex_02/frame_detection/frame_detection_debug/frame_97.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_97_crop_1.jpg,1,165,94,229,222,dave 1.00,"leo: 0.98256, dave: 0.99530, "
58,58,98,video_result/ex_02/frame_detection/frame_detection_debug/frame_98.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_98_crop_0.jpg,0,567,224,663,416,dave 0.99,"leo: 0.95513, dave: 0.99176, "
59,59,98,video_result/ex_02/frame_detection/frame_detection_debug/frame_98.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_98_crop_1.jpg,1,168,93,232,221,dave 0.99,"leo: 0.98496, dave: 0.99369, "
60,60,99,video_result/ex_02/frame_detection/frame_detection_debug/frame_99.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_99_crop_0.jpg,0,569,222,665,414,dave 0.99,"leo: 0.94003, dave: 0.99164, "
61,61,99,video_result/ex_02/frame_detection/frame_detection_debug/frame_99.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_99_crop_1.jpg,1,170,91,234,219,dave 1.00,"leo: 0.97912, dave: 0.99548, "
62,62,100,video_result/ex_02/frame_detection/frame_detection_debug/frame_100.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_100_crop_0.jpg,0,570,219,666,411,dave 0.99,"leo: 0.90728, dave: 0.98982, "
63,63,100,video_result/ex_02/frame_detection/frame_detection_debug/frame_100.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_100_crop_1.jpg,1,177,90,241,218,dave 0.99,"leo: 0.97948, dave: 0.99102, "
64,64,101,video_result/ex_02/frame_detection/frame_detection_debug/frame_101.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_101_crop_0.jpg,0,571,218,667,410,dave 0.99,"leo: 0.90593, dave: 0.99033, "
65,65,101,video_result/ex_02/frame_detection/frame_detection_debug/frame_101.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_101_crop_1.jpg,1,181,90,245,218,dave 0.99,"leo: 0.98546, dave: 0.99296, "
66,66,102,video_result/ex_02/frame_detection/frame_detection_debug/frame_102.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_102_crop_0.jpg,0,570,216,666,408,dave 0.99,"leo: 0.92215, dave: 0.99172, "
67,67,102,video_result/ex_02/frame_detection/frame_detection_debug/frame_102.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_102_crop_1.jpg,1,187,87,251,215,dave 1.00,"leo: 0.98617, dave: 0.99558, "
68,68,103,video_result/ex_02/frame_detection/frame_detection_debug/frame_103.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_103_crop_0.jpg,0,573,212,669,404,dave 0.99,"leo: 0.90743, dave: 0.99135, "
69,69,103,video_result/ex_02/frame_detection/frame_detection_debug/frame_103.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_103_crop_1.jpg,1,194,84,258,212,dave 1.00,"leo: 0.98990, dave: 0.99698, "
70,70,104,video_result/ex_02/frame_detection/frame_detection_debug/frame_104.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_104_crop_0.jpg,0,574,210,670,402,dave 0.99,"leo: 0.92054, dave: 0.99271, "
71,71,105,video_result/ex_02/frame_detection/frame_detection_debug/frame_105.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_105_crop_0.jpg,0,574,207,670,399,dave 0.99,"leo: 0.92476, dave: 0.99265, "
72,72,105,video_result/ex_02/frame_detection/frame_detection_debug/frame_105.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_105_crop_1.jpg,1,201,84,265,212,dave 1.00,"leo: 0.99460, dave: 0.99674, "
73,73,106,video_result/ex_02/frame_detection/frame_detection_debug/frame_106.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_106_crop_0.jpg,0,574,205,670,397,dave 0.99,"leo: 0.92890, dave: 0.99200, "
74,74,107,video_result/ex_02/frame_detection/frame_detection_debug/frame_107.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_107_crop_0.jpg,0,574,203,670,395,dave 0.99,"leo: 0.95344, dave: 0.99216, "
75,75,108,video_result/ex_02/frame_detection/frame_detection_debug/frame_108.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_108_crop_0.jpg,0,575,201,671,393,dave 0.99,"leo: 0.95456, dave: 0.99053, "
76,76,109,video_result/ex_02/frame_detection/frame_detection_debug/frame_109.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_109_crop_0.jpg,0,574,200,670,392,dave 0.99,"leo: 0.94549, dave: 0.98992, "
77,77,110,video_result/ex_02/frame_detection/frame_detection_debug/frame_110.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_110_crop_0.jpg,0,574,196,670,388,dave 0.99,"leo: 0.96832, dave: 0.99031, "
78,78,110,video_result/ex_02/frame_detection/frame_detection_debug/frame_110.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_110_crop_1.jpg,1,225,74,289,202,dave 0.99,"leo: 0.97401, dave: 0.99392, "
79,79,111,video_result/ex_02/frame_detection/frame_detection_debug/frame_111.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_111_crop_0.jpg,0,574,194,670,386,dave 0.99,"leo: 0.96450, dave: 0.99071, "
80,80,111,video_result/ex_02/frame_detection/frame_detection_debug/frame_111.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_111_crop_1.jpg,1,228,73,292,201,dave 0.99,"leo: 0.96771, dave: 0.99241, "
81,81,112,video_result/ex_02/frame_detection/frame_detection_debug/frame_112.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_112_crop_0.jpg,0,573,188,669,380,dave 0.99,"leo: 0.96071, dave: 0.98978, "
82,82,112,video_result/ex_02/frame_detection/frame_detection_debug/frame_112.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_112_crop_1.jpg,1,234,72,298,200,dave 0.99,"leo: 0.94932, dave: 0.99327, "
83,83,113,video_result/ex_02/frame_detection/frame_detection_debug/frame_113.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_113_crop_0.jpg,0,572,186,668,378,dave 0.99,"leo: 0.96229, dave: 0.98875, "
84,84,113,video_result/ex_02/frame_detection/frame_detection_debug/frame_113.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_113_crop_1.jpg,1,239,70,303,198,dave 0.99,"leo: 0.96151, dave: 0.99390, "
85,85,114,video_result/ex_02/frame_detection/frame_detection_debug/frame_114.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_114_crop_0.jpg,0,572,186,668,378,dave 0.99,"leo: 0.96099, dave: 0.99003, "
86,86,114,video_result/ex_02/frame_detection/frame_detection_debug/frame_114.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_114_crop_1.jpg,1,244,69,308,197,dave 0.99,"leo: 0.96205, dave: 0.99437, "
87,87,115,video_result/ex_02/frame_detection/frame_detection_debug/frame_115.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_115_crop_0.jpg,0,571,186,667,378,dave 0.99,"leo: 0.96456, dave: 0.99040, "
88,88,115,video_result/ex_02/frame_detection/frame_detection_debug/frame_115.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_115_crop_1.jpg,1,247,67,311,195,dave 0.99,"leo: 0.98737, dave: 0.99149, "
89,89,116,video_result/ex_02/frame_detection/frame_detection_debug/frame_116.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_116_crop_0.jpg,0,571,184,667,376,dave 0.99,"leo: 0.96287, dave: 0.98989, "
90,90,116,video_result/ex_02/frame_detection/frame_detection_debug/frame_116.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_116_crop_1.jpg,1,250,62,314,190,dave 0.99,"leo: 0.97790, dave: 0.99282, "
91,91,117,video_result/ex_02/frame_detection/frame_detection_debug/frame_117.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_117_crop_0.jpg,0,570,176,666,368,dave 0.99,"leo: 0.95964, dave: 0.99274, "
92,92,118,video_result/ex_02/frame_detection/frame_detection_debug/frame_118.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_118_crop_0.jpg,0,570,175,666,367,dave 0.99,"leo: 0.96385, dave: 0.99135, "
93,93,119,video_result/ex_02/frame_detection/frame_detection_debug/frame_119.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_119_crop_0.jpg,0,571,172,667,364,dave 0.99,"leo: 0.96443, dave: 0.99024, "
94,94,119,video_result/ex_02/frame_detection/frame_detection_debug/frame_119.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_119_crop_1.jpg,1,273,58,337,186,dave 0.99,"leo: 0.96661, dave: 0.99205, "
95,95,120,video_result/ex_02/frame_detection/frame_detection_debug/frame_120.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_120_crop_0.jpg,0,572,172,668,364,dave 0.99,"leo: 0.96681, dave: 0.98995, "
96,96,120,video_result/ex_02/frame_detection/frame_detection_debug/frame_120.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_120_crop_1.jpg,1,275,59,339,187,dave 0.99,"leo: 0.97440, dave: 0.99271, "
97,97,121,video_result/ex_02/frame_detection/frame_detection_debug/frame_121.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_121_crop_0.jpg,0,576,170,672,362,dave 0.99,"leo: 0.96183, dave: 0.99043, "
98,98,121,video_result/ex_02/frame_detection/frame_detection_debug/frame_121.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_121_crop_1.jpg,1,279,56,343,184,dave 0.99,"leo: 0.95943, dave: 0.98932, "
99,99,122,video_result/ex_02/frame_detection/frame_detection_debug/frame_122.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_122_crop_0.jpg,0,577,168,673,360,dave 0.99,"leo: 0.96019, dave: 0.99109, "
100,100,122,video_result/ex_02/frame_detection/frame_detection_debug/frame_122.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_122_crop_1.jpg,1,280,56,344,184,dave 0.99,"leo: 0.95786, dave: 0.99197, "
101,101,123,video_result/ex_02/frame_detection/frame_detection_debug/frame_123.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_123_crop_0.jpg,0,578,166,674,358,dave 0.99,"leo: 0.95661, dave: 0.99164, "
102,102,123,video_result/ex_02/frame_detection/frame_detection_debug/frame_123.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_123_crop_1.jpg,1,284,56,348,184,dave 0.99,"leo: 0.95420, dave: 0.99266, "
103,103,124,video_result/ex_02/frame_detection/frame_detection_debug/frame_124.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_124_crop_0.jpg,0,597,184,661,312,dave 0.99,"leo: 0.97015, dave: 0.99304, "
104,104,124,video_result/ex_02/frame_detection/frame_detection_debug/frame_124.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_124_crop_1.jpg,1,293,54,357,182,dave 0.99,"leo: 0.96069, dave: 0.99373, "
105,105,125,video_result/ex_02/frame_detection/frame_detection_debug/frame_125.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_125_crop_0.jpg,0,586,159,682,351,dave 0.99,"leo: 0.95702, dave: 0.99260, "
106,106,125,video_result/ex_02/frame_detection/frame_detection_debug/frame_125.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_125_crop_1.jpg,1,298,52,362,180,dave 0.99,"leo: 0.95023, dave: 0.99249, "
107,107,126,video_result/ex_02/frame_detection/frame_detection_debug/frame_126.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_126_crop_0.jpg,0,603,174,667,302,dave 1.00,"leo: 0.96664, dave: 0.99536, "
108,108,126,video_result/ex_02/frame_detection/frame_detection_debug/frame_126.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_126_crop_1.jpg,1,300,50,364,178,dave 0.99,"leo: 0.96224, dave: 0.99454, "
109,109,127,video_result/ex_02/frame_detection/frame_detection_debug/frame_127.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_127_crop_0.jpg,0,586,158,682,350,dave 0.99,"leo: 0.96730, dave: 0.99246, "
110,110,127,video_result/ex_02/frame_detection/frame_detection_debug/frame_127.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_127_crop_1.jpg,1,302,48,366,176,dave 0.99,"leo: 0.95151, dave: 0.99009, "
111,111,128,video_result/ex_02/frame_detection/frame_detection_debug/frame_128.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_128_crop_0.jpg,0,591,154,687,346,dave 0.99,"leo: 0.95134, dave: 0.99148, "
112,112,129,video_result/ex_02/frame_detection/frame_detection_debug/frame_129.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_129_crop_0.jpg,0,592,152,688,344,dave 0.99,"leo: 0.96677, dave: 0.99270, "
113,113,130,video_result/ex_02/frame_detection/frame_detection_debug/frame_130.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_130_crop_0.jpg,0,611,151,675,279,dave 0.99,"leo: 0.89305, dave: 0.98745, "
114,114,131,video_result/ex_02/frame_detection/frame_detection_debug/frame_131.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_131_crop_0.jpg,0,596,147,692,339,dave 0.99,"leo: 0.95680, dave: 0.99133, "
115,115,131,video_result/ex_02/frame_detection/frame_detection_debug/frame_131.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_131_crop_1.jpg,1,327,45,391,173,dave 0.99,"leo: 0.91091, dave: 0.98717, "
116,116,132,video_result/ex_02/frame_detection/frame_detection_debug/frame_132.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_132_crop_0.jpg,0,597,146,693,338,dave 0.99,"leo: 0.95430, dave: 0.99231, "
117,117,132,video_result/ex_02/frame_detection/frame_detection_debug/frame_132.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_132_crop_1.jpg,1,330,45,394,173,dave 0.99,"leo: 0.94433, dave: 0.98759, "
118,118,133,video_result/ex_02/frame_detection/frame_detection_debug/frame_133.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_133_crop_0.jpg,0,616,172,680,300,dave 0.99,"leo: 0.86603, dave: 0.99318, "
119,119,133,video_result/ex_02/frame_detection/frame_detection_debug/frame_133.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_133_crop_1.jpg,1,333,43,397,171,dave 0.99,"leo: 0.93953, dave: 0.98632, "
120,120,134,video_result/ex_02/frame_detection/frame_detection_debug/frame_134.jpg,video_result/ex_02/frame_detection/frame_detection_crop/frame_134_crop_0.jpg,0,620,162,684,290,dave 0.99,"leo: 0.84521, dave: 0.99243, "
